"","STAT_ID","duration","Continent","HCO3_avg","HCO3_dif","HCO3_slope","HCO3_rc","sc","sm","Shape_Area","carbonate","sedimentary","slope","annual_runoff"
"139",100461,22.4,"North America",800.088549618321,-81.944,-3.6510693359375,-15.1514703271996,0.05,0.06,62353309302.41,"low carbonate","low sedimentary","diminished",481.34
"140",100468,2.4,"North America",3958.42107843137,770.276,319.126833144154,20.9821465053273,0.75,0,22319900.51,"high carbonate","low sedimentary","augmented",429.65
"141",100469,1.7,"North America",1334.59866666667,-814.525,-479.51875,-55.2221836533794,0.13,0.00522272278740246,1245011693.63,"low carbonate","low sedimentary","diminished",520.48
"142",100474,2.9,"North America",4143.10088888889,-32.7780000000002,-11.318798486282,-0.711750263339786,0.88,0.02,137340684.39,"high carbonate","low sedimentary","stayed the same",491.48
"143",100477,2.3,"North America",366.216227272727,224.527,96.9850355029586,90.728244003362,0,0,190049432.48,"low carbonate","low sedimentary","augmented",427.25
"144",100478,1.1,"North America",382.406333333333,80.305,74.583524173028,23.3332171103479,0.00315723180346201,0,347946853.42,"low carbonate","low sedimentary","augmented",395.52
"145",100481,1.1,"North America",667.8455,122.917,114.450778061225,20.2703883823367,0.06,0,109282563.58,"low carbonate","low sedimentary","augmented",358
"146",100488,1.2,"North America",715.256,475.277,409.141757075472,111.538569852855,0.03,0.04,2283806903.05,"low carbonate","low sedimentary","augmented",427.77
"147",100495,0.7,"North America",1658.005,-770.275,-1093.9703307393,-40.5172041958734,0.18,0.13,1697732654.31,"low carbonate","low sedimentary","diminished",283.78
"148",100501,3.4,"North America",1277.78393333333,196.666,57.6108266452648,22.2221971123098,0.13,0.14,3827068684.04,"low carbonate","low sedimentary","augmented",272.5
"149",100505,5.9,"North America",405.506959183673,376.944,64.2618215787015,44.2308324141653,0.04,0.37,30592402.97,"low carbonate","low sedimentary","augmented",240
"150",100532,13.4,"North America",3687.56378518519,1081.665,80.4416717603912,44.2953506600086,0.83,0.00936320823349172,37870325.4,"high carbonate","low sedimentary","augmented",203.16
"151",100556,0,"North America",1057.0805,49.1669999999999,2563.70785714285,4.76195088218173,0,0,297584574.06,"low carbonate","low sedimentary","augmented",245.2
